variable,x,y
wc2.0_bio_10m_04,-91.04957723617554,6.560859219462145E-6
wc2.0_bio_10m_04,-88.52277952575683,6.560859219462145E-6
wc2.0_bio_10m_04,-85.99598181533814,6.560859219462145E-6
wc2.0_bio_10m_04,-83.46918410491944,6.560859219462145E-6
wc2.0_bio_10m_04,-80.94238639450073,6.560859219462145E-6
wc2.0_bio_10m_04,-78.41558868408202,6.560859219462145E-6
wc2.0_bio_10m_04,-75.88879097366333,6.560859219462145E-6
wc2.0_bio_10m_04,-73.36199326324463,6.560859219462145E-6
wc2.0_bio_10m_04,-70.83519555282592,6.560859219462145E-6
wc2.0_bio_10m_04,-68.30839784240723,6.560859219462145E-6
wc2.0_bio_10m_04,-65.78160013198853,6.560859219462145E-6
wc2.0_bio_10m_04,-63.25480242156982,6.560859219462145E-6
wc2.0_bio_10m_04,-60.72800471115112,6.560859219462145E-6
wc2.0_bio_10m_04,-58.201207000732424,6.560859219462145E-6
wc2.0_bio_10m_04,-55.67440929031372,6.560859219462145E-6
wc2.0_bio_10m_04,-53.14761157989502,6.560859219462145E-6
wc2.0_bio_10m_04,-50.620813869476315,6.560859219462145E-6
wc2.0_bio_10m_04,-48.09401615905762,6.560859219462145E-6
wc2.0_bio_10m_04,-45.56721844863892,6.560859219462145E-6
wc2.0_bio_10m_04,-43.04042073822021,6.560859219462145E-6
wc2.0_bio_10m_04,-40.513623027801515,6.560859219462145E-6
wc2.0_bio_10m_04,-37.98682531738281,6.560859219462145E-6
wc2.0_bio_10m_04,-35.46002760696411,6.560859219462145E-6
wc2.0_bio_10m_04,-32.93322989654541,6.560859219462145E-6
wc2.0_bio_10m_04,-30.406432186126708,6.560859219462145E-6
wc2.0_bio_10m_04,-27.87963447570801,6.560859219462145E-6
wc2.0_bio_10m_04,-25.35283676528931,6.560859219462145E-6
wc2.0_bio_10m_04,-22.826039054870606,6.560859219462145E-6
wc2.0_bio_10m_04,-20.2992413444519,6.560859219462145E-6
wc2.0_bio_10m_04,-17.77244363403321,6.560859219462145E-6
wc2.0_bio_10m_04,-15.245645923614504,6.560859219462145E-6
wc2.0_bio_10m_04,-12.718848213195798,6.560859219462145E-6
wc2.0_bio_10m_04,-10.192050502777093,6.560859219462145E-6
wc2.0_bio_10m_04,-7.665252792358402,6.560859219462145E-6
wc2.0_bio_10m_04,-5.138455081939696,6.560859219462145E-6
wc2.0_bio_10m_04,-2.611657371520991,6.560859219462145E-6
wc2.0_bio_10m_04,-0.08485966110229981,6.560859219462145E-6
wc2.0_bio_10m_04,2.4419380493164056,6.560859219462145E-6
wc2.0_bio_10m_04,4.968735759735111,6.560859219462145E-6
wc2.0_bio_10m_04,7.495533470153802,6.560859219462145E-6
wc2.0_bio_10m_04,10.022331180572507,6.560859219462145E-6
wc2.0_bio_10m_04,12.549128890991213,6.560859219462145E-6
wc2.0_bio_10m_04,15.075926601409918,6.648063845204888E-6
wc2.0_bio_10m_04,17.60272431182861,6.915682661201572E-6
wc2.0_bio_10m_04,20.129522022247315,7.192497378127882E-6
wc2.0_bio_10m_04,22.65631973266602,7.478751285816543E-6
wc2.0_bio_10m_04,25.18311744308471,7.774692676321138E-6
wc2.0_bio_10m_04,27.709915153503417,8.080572115432005E-6
wc2.0_bio_10m_04,30.236712863922122,8.396644261665642E-6
wc2.0_bio_10m_04,32.76351057434081,8.72316650202265E-6
wc2.0_bio_10m_04,35.29030828475952,9.060398042493034E-6
wc2.0_bio_10m_04,37.817105995178224,9.40860354603501E-6
wc2.0_bio_10m_04,40.343903705596915,9.768048585101496E-6
wc2.0_bio_10m_04,42.870701416015635,1.0139001460629515E-5
wc2.0_bio_10m_04,45.397499126434326,1.0521735021029599E-5
wc2.0_bio_10m_04,47.92429683685302,1.0916521205217578E-5
wc2.0_bio_10m_04,50.45109454727174,1.1323635590088088E-5
wc2.0_bio_10m_04,52.97789225769043,1.1743358300009277E-5
wc2.0_bio_10m_04,55.50468996810912,1.2175965821370482E-5
wc2.0_bio_10m_04,58.03148767852784,1.262174282601336E-5
wc2.0_bio_10m_04,60.55828538894653,1.308097125729546E-5
wc2.0_bio_10m_04,63.08508309936522,1.3553934877563734E-5
wc2.0_bio_10m_04,65.61188080978394,1.4040918358659837E-5
wc2.0_bio_10m_04,68.13867852020263,1.4542211829393636E-5
wc2.0_bio_10m_04,70.66547623062135,1.505809723312268E-5
wc2.0_bio_10m_04,73.19227394104004,1.5588866517646238E-5
